0.1	0.3	0.3	0.3	
0.1	0.283333	0.333333	0.283333	
0.1	0.316667	0.316667	0.266667	
0.15	0.3	0.3	0.25	
0.2	0.283333	0.283333	0.233333	
0.25	0.266667	0.266667	0.216667	
0.233333	0.25	0.25	0.266667	
0.283333	0.233333	0.233333	0.25	
0.266667	0.283333	0.216667	0.233333	
0.316667	0.266667	0.2	0.216667	
0.3	0.25	0.183333	0.266667	
0.283333	0.233333	0.233333	0.25	
0.333333	0.216667	0.216667	0.233333	
0.316667	0.266667	0.2	0.216667	
0.3	0.25	0.183333	0.266667	
0.283333	0.233333	0.233333	0.25	
0.266667	0.283333	0.216667	0.233333	
0.25	0.266667	0.266667	0.216667	
0.233333	0.25	0.316667	0.2	
0.216667	0.233333	0.3	0.25	
0.2	0.283333	0.283333	0.233333	
0.183333	0.266667	0.333333	0.216667	
0.233333	0.25	0.316667	0.2	
0.283333	0.233333	0.3	0.183333	
0.266667	0.216667	0.35	0.166667	
0.316667	0.2	0.333333	0.15	
0.366667	0.183333	0.316667	0.133333	
0.35	0.166667	0.3	0.183333	
0.333333	0.15	0.35	0.166667	
0.316667	0.133333	0.4	0.15	
0.3	0.116667	0.383333	0.2	
0.283333	0.166667	0.366667	0.183333	
0.333333	0.15	0.35	0.166667	
0.316667	0.133333	0.333333	0.216667	
0.366667	0.116667	0.316667	0.2	
0.35	0.1	0.3	0.25	
0.333333	0.15	0.283333	0.233333	
0.316667	0.133333	0.333333	0.216667	
0.366667	0.116667	0.316667	0.2	
0.35	0.1	0.3	0.25	
0.333333	0.15	0.283333	0.233333	
0.316667	0.133333	0.266667	0.283333	
0.366667	0.116667	0.25	0.266667	
0.35	0.166667	0.233333	0.25	
0.333333	0.15	0.216667	0.3	
0.316667	0.133333	0.266667	0.283333	
0.3	0.116667	0.316667	0.266667	
0.283333	0.166667	0.3	0.25	
0.266667	0.15	0.35	0.233333	
0.25	0.133333	0.4	0.216667	
0.233333	0.116667	0.383333	0.266667	
0.216667	0.166667	0.366667	0.25	
0.266667	0.15	0.35	0.233333	
0.25	0.133333	0.333333	0.283333	
0.233333	0.116667	0.316667	0.333333	
0.216667	0.166667	0.3	0.316667	
0.266667	0.15	0.283333	0.3	
0.25	0.133333	0.266667	0.35	
0.233333	0.116667	0.316667	0.333333	
0.216667	0.166667	0.3	0.316667	
0.266667	0.15	0.283333	0.3	
0.316667	0.133333	0.266667	0.283333	
0.3	0.116667	0.316667	0.266667	
0.283333	0.166667	0.3	0.25	
0.266667	0.15	0.35	0.233333	
0.25	0.2	0.333333	0.216667	
0.233333	0.183333	0.316667	0.266667	
0.216667	0.166667	0.3	0.316667	
0.266667	0.15	0.283333	0.3	
0.25	0.133333	0.333333	0.283333	
0.233333	0.116667	0.383333	0.266667	
0.283333	0.1	0.366667	0.25	
0.266667	0.1	0.35	0.283333	
0.25	0.1	0.333333	0.316667	
0.233333	0.15	0.316667	0.3	
0.216667	0.133333	0.3	0.35	
0.266667	0.116667	0.283333	0.333333	
0.25	0.1	0.266667	0.383333	
0.283333	0.1	0.25	0.366667	
0.266667	0.1	0.233333	0.4	
0.25	0.1	0.266667	0.383333	
0.283333	0.1	0.25	0.366667	
