0.2	0.2	0.2	0.2	0.2	
0.186667	0.186667	0.186667	0.186667	0.253333	
0.173333	0.173333	0.24	0.173333	0.24	
0.16	0.16	0.293333	0.16	0.226667	
0.213333	0.146667	0.28	0.146667	0.213333	
0.266667	0.133333	0.266667	0.133333	0.2	
0.253333	0.12	0.253333	0.186667	0.186667	
0.24	0.173333	0.24	0.173333	0.173333	
0.293333	0.16	0.226667	0.16	0.16	
0.28	0.213333	0.213333	0.146667	0.146667	
0.266667	0.2	0.2	0.133333	0.2	
0.253333	0.186667	0.253333	0.12	0.186667	
0.24	0.173333	0.306667	0.106667	0.173333	
0.226667	0.22	0.293333	0.1	0.16	
0.213333	0.206667	0.28	0.1	0.2	
0.2	0.193333	0.32	0.1	0.186667	
0.186667	0.18	0.36	0.1	0.173333	
0.173333	0.166667	0.346667	0.1	0.213333	
0.16	0.153333	0.333333	0.153333	0.2	
0.146667	0.14	0.32	0.206667	0.186667	
0.133333	0.126667	0.306667	0.26	0.173333	
0.186667	0.113333	0.293333	0.246667	0.16	
0.173333	0.166667	0.28	0.233333	0.146667	
0.16	0.153333	0.333333	0.22	0.133333	
0.146667	0.14	0.32	0.273333	0.12	
0.133333	0.193333	0.306667	0.26	0.106667	
0.12	0.18	0.293333	0.246667	0.16	
0.106667	0.166667	0.28	0.3	0.146667	
0.16	0.153333	0.266667	0.286667	0.133333	
0.146667	0.206667	0.253333	0.273333	0.12	
0.133333	0.193333	0.24	0.26	0.173333	
0.186667	0.18	0.226667	0.246667	0.16	
0.173333	0.233333	0.213333	0.233333	0.146667	
0.16	0.286667	0.2	0.22	0.133333	
0.146667	0.273333	0.186667	0.206667	0.186667	
0.133333	0.26	0.173333	0.193333	0.24	
0.12	0.313333	0.16	0.18	0.226667	
0.106667	0.3	0.213333	0.166667	0.213333	
0.16	0.286667	0.2	0.153333	0.2	
0.146667	0.273333	0.186667	0.206667	0.186667	
0.133333	0.26	0.173333	0.26	0.173333	
0.12	0.246667	0.16	0.246667	0.226667	
0.173333	0.233333	0.146667	0.233333	0.213333	
0.16	0.22	0.2	0.22	0.2	
0.146667	0.206667	0.253333	0.206667	0.186667	
0.133333	0.193333	0.24	0.193333	0.24	
0.12	0.246667	0.226667	0.18	0.226667	
0.173333	0.233333	0.213333	0.166667	0.213333	
0.16	0.22	0.2	0.22	0.2	
0.146667	0.206667	0.186667	0.273333	0.186667	
0.2	0.193333	0.173333	0.26	0.173333	
0.186667	0.18	0.16	0.313333	0.16	
0.173333	0.166667	0.146667	0.3	0.213333	
0.16	0.153333	0.2	0.286667	0.2	
0.146667	0.14	0.186667	0.273333	0.253333	
0.133333	0.126667	0.173333	0.26	0.306667	
0.12	0.18	0.16	0.246667	0.293333	
0.173333	0.166667	0.146667	0.233333	0.28	
0.16	0.153333	0.133333	0.286667	0.266667	
0.213333	0.14	0.12	0.273333	0.253333	
0.2	0.126667	0.173333	0.26	0.24	
0.186667	0.18	0.16	0.246667	0.226667	
0.24	0.166667	0.146667	0.233333	0.213333	
0.226667	0.153333	0.133333	0.22	0.266667	
0.213333	0.14	0.186667	0.206667	0.253333	
0.2	0.126667	0.24	0.193333	0.24	
0.186667	0.18	0.226667	0.18	0.226667	
0.24	0.166667	0.213333	0.166667	0.213333	
0.226667	0.22	0.2	0.153333	0.2	
0.28	0.206667	0.186667	0.14	0.186667	
0.266667	0.193333	0.173333	0.126667	0.24	
0.253333	0.18	0.16	0.113333	0.293333	
